GEOID,INTPTLAT,INTPTLONG
82001,41.092356,-104.936269
82005,41.140250,-104.874531
82007,41.083070,-104.707126
82009,41.374415,-104.853614
82050,41.457633,-104.150543
82051,41.581934,-105.595429
82052,41.118551,-105.308612
82053,41.252071,-104.359433
82054,41.064273,-104.360520
82055,41.332419,-106.175891
82058,42.087082,-105.636173
82059,41.053423,-105.178649
82060,41.277387,-104.496976
82061,41.445182,-105.161358
82063,40.882289,-105.997396
82070,41.195479,-105.841620
82072,41.414802,-105.476100
82073,41.356764,-105.587542
82081,41.533638,-104.492090
82082,41.235319,-104.134235
82083,41.662571,-106.079964
82084,41.025388,-105.619771
82190,44.552613,-110.530132
82201,42.018732,-105.149002
82210,41.743934,-104.830324
82212,42.278608,-104.539289
82213,42.494794,-105.004410
82214,42.259722,-104.780339
82215,42.382000,-104.759567
82217,41.760360,-104.136425
82219,42.498716,-104.513283
82221,41.638038,-104.328472
82222,43.196135,-104.650472
82223,42.130328,-104.395784
82224,43.027155,-104.808472
82225,42.985710,-104.323952
82227,42.756447,-104.724020
82229,42.878051,-104.967096
82240,42.265226,-104.158324
82242,42.694543,-104.109376
82243,41.995412,-104.429236
82244,41.882915,-104.430492
82301,41.892016,-107.490595
82321,41.236570,-107.741403
82322,42.237737,-107.561028
82323,41.052461,-107.500073
82324,41.674026,-106.412014
82325,41.246959,-106.713116
82327,42.151449,-106.694547
82329,42.077760,-106.080739
82331,41.370024,-106.796539
82332,41.036084,-107.280717
82334,41.901041,-107.017768
82335,41.753780,-106.760179
82336,41.698195,-108.208558
82401,43.988573,-108.152151
82410,44.354714,-108.119184
82411,44.414494,-108.458033
82412,44.796848,-108.553488
82414,44.492387,-109.593597
82420,44.934330,-108.457721
82421,44.909692,-108.599103
82422,44.497663,-108.382274
82423,44.966206,-108.581214
82426,44.512585,-107.761004
82428,44.326469,-107.511112
82430,43.815454,-108.184935
82431,44.840242,-108.164383
82432,44.202999,-107.864542
82433,44.061115,-109.102295
82434,44.382893,-108.298132
82435,44.810631,-108.910331
82440,44.719748,-108.864172
82441,44.644857,-107.768788
82442,43.879297,-107.321733
82443,43.726647,-108.472130
82450,44.505179,-109.435558
82501,43.032570,-108.207430
82510,42.994046,-108.597860
82512,43.301564,-109.282617
82513,43.627183,-109.668165
82514,43.036205,-108.931134
82515,42.903732,-108.542611
82516,43.188442,-108.831840
82520,42.699170,-108.618598
82523,43.462830,-108.822660
82601,43.088983,-106.381848
82604,42.857603,-106.770764
82609,42.805201,-106.180846
82620,42.463048,-107.107171
82630,43.165169,-107.317240
82633,43.022270,-105.410250
82635,43.398153,-106.222390
82636,42.906120,-106.170640
82637,42.814344,-105.884580
82638,43.114517,-107.323054
82639,43.712117,-106.612634
82640,43.563825,-106.199923
82642,43.245827,-107.600450
82643,43.439187,-106.259854
82644,42.840611,-106.366610
82646,43.000925,-106.821962
82648,43.281053,-107.152676
82649,43.301333,-108.053346
82701,43.711636,-104.433861
82710,44.706522,-104.248772
82711,44.709224,-104.458623
82712,44.453260,-104.121622
82714,44.571551,-104.699607
82715,44.119155,-104.133391
82716,44.464635,-105.695059
82718,43.878837,-105.621622
82720,44.795997,-104.670544
82721,44.481838,-104.916416
82723,44.001929,-104.422888
82725,44.876794,-105.702597
82727,44.324072,-105.198216
82729,44.343178,-104.365032
82730,44.046568,-104.704001
82731,44.824769,-105.292104
82732,43.705442,-105.619567
82801,44.843713,-106.835993
82831,44.600097,-106.049796
82832,44.594845,-106.797089
82833,44.611284,-107.063438
82834,44.239738,-106.658714
82835,44.757249,-106.352084
82836,44.766328,-107.507688
82837,44.772036,-106.255973
82838,44.925684,-107.585109
82839,44.925813,-107.161076
82842,44.573010,-106.932521
82844,44.782566,-107.221085
82845,44.763362,-106.673474
82901,41.379251,-108.978212
82922,43.126480,-110.411256
82923,42.650450,-109.462622
82925,43.239387,-109.905707
82929,41.555746,-109.843634
82930,41.015672,-110.644785
82932,42.254112,-109.356980
82933,41.295938,-110.438425
82934,41.604085,-110.012916
82935,41.688569,-109.664735
82936,41.062349,-110.183863
82937,41.347104,-110.264655
82938,41.099639,-109.888823
82939,41.218919,-110.345571
82941,42.905092,-109.740146
82942,41.714292,-108.870798
82943,41.754643,-109.208006
82944,41.162096,-110.464639
82945,41.744069,-109.051037
