GEOID,INTPTLAT,INTPTLONG
63005,38.644214,-90.651407
63010,38.430371,-90.392100
63011,38.603679,-90.559271
63012,38.331675,-90.453851
63013,38.415083,-91.161511
63014,38.651805,-91.313445
63015,38.405785,-90.759427
63016,38.352457,-90.634964
63017,38.651309,-90.531216
63019,38.226362,-90.376992
63020,38.100971,-90.565549
63021,38.569840,-90.545689
63023,38.270192,-90.698745
63025,38.487575,-90.620136
63026,38.503348,-90.460968
63028,38.137919,-90.392182
63030,38.124692,-90.746292
63031,38.813468,-90.353928
63033,38.799723,-90.274680
63034,38.848304,-90.288423
63036,37.976428,-90.371764
63037,38.431389,-91.301865
63038,38.577047,-90.667758
63039,38.494496,-90.839295
63040,38.572950,-90.635031
63041,38.260132,-90.787529
63042,38.784130,-90.383731
63043,38.729739,-90.461383
63044,38.772791,-90.430046
63045,38.769205,-90.463466
63047,38.195501,-90.487417
63048,38.257558,-90.393130
63049,38.481277,-90.530835
63050,38.254768,-90.577992
63051,38.377768,-90.576636
63052,38.388903,-90.436886
63053,38.366588,-90.363927
63055,38.527091,-90.824413
63056,38.400027,-91.214849
63057,38.343300,-90.405572
63060,38.257794,-90.874969
63061,38.272892,-90.812221
63068,38.565884,-91.244062
63069,38.490835,-90.732019
63070,38.288429,-90.429113
63071,38.147628,-90.831807
63072,38.369270,-90.812533
63073,38.589752,-90.779293
63074,38.726499,-90.388703
63077,38.329075,-90.984475
63079,38.260582,-91.099799
63080,38.194674,-91.077001
63084,38.421900,-91.019289
63087,38.013279,-90.451539
63088,38.549620,-90.499888
63089,38.458271,-90.889554
63090,38.535239,-91.048840
63091,38.371663,-91.393223
63101,38.631558,-90.192610
63102,38.635181,-90.187001
63103,38.629712,-90.216863
63104,38.611126,-90.214086
63105,38.644308,-90.328202
63106,38.644397,-90.208316
63107,38.663921,-90.212106
63108,38.644803,-90.253417
63109,38.584601,-90.294432
63110,38.625794,-90.266998
63111,38.558084,-90.250008
63112,38.658933,-90.282670
63113,38.658004,-90.247592
63114,38.702256,-90.363674
63115,38.682188,-90.239975
63116,38.580814,-90.264108
63117,38.630765,-90.330852
63118,38.592440,-90.226241
63119,38.588450,-90.351341
63120,38.690576,-90.262089
63121,38.707193,-90.301334
63122,38.581190,-90.417981
63123,38.547432,-90.328109
63124,38.638103,-90.380268
63125,38.518452,-90.293514
63126,38.549656,-90.378592
63127,38.533282,-90.416839
63128,38.492427,-90.386513
63129,38.458622,-90.316502
63130,38.665066,-90.325307
63131,38.617395,-90.444190
63132,38.676026,-90.377994
63133,38.680914,-90.305992
63134,38.740708,-90.346991
63135,38.749681,-90.298718
63136,38.743306,-90.259779
63137,38.750472,-90.211685
63138,38.801051,-90.192397
63139,38.610412,-90.291723
63140,38.738381,-90.323063
63141,38.658277,-90.458203
63143,38.611729,-90.321432
63144,38.619024,-90.347719
63146,38.697686,-90.474667
63147,38.694017,-90.216219
63155,38.627871,-90.205457
63301,38.858035,-90.463316
63303,38.739882,-90.543744
63304,38.703508,-90.667522
63330,39.271336,-90.804270
63332,38.596917,-90.893983
63333,39.033743,-91.309018
63334,39.297583,-91.188309
63336,39.332791,-90.933413
63339,39.344378,-91.371349
63341,38.670825,-90.815888
63343,39.154813,-90.828184
63344,39.236864,-91.003976
63345,39.277056,-91.569141
63347,39.069871,-90.766733
63348,38.785461,-90.945226
63349,38.974386,-91.150965
63350,38.901096,-91.361708
63351,38.862373,-91.312739
63352,39.247787,-91.658947
63353,39.454496,-91.113225
63357,38.661018,-91.086905
63359,39.151211,-91.356191
63361,38.965146,-91.552972
63362,38.922800,-90.869845
63363,38.883906,-91.454906
63366,38.857443,-90.725492
63367,38.774327,-90.795044
63368,38.751290,-90.729626
63369,38.935145,-90.763296
63370,39.091510,-91.240463
63373,38.929574,-90.385407
63376,38.798905,-90.607540
63377,39.110313,-91.103390
63379,39.000905,-90.995709
63381,38.986402,-91.253305
63382,39.305387,-91.495927
63383,38.804365,-91.193705
63384,39.092528,-91.553592
63385,38.796993,-90.857261
63386,38.870227,-90.219634
63387,39.183555,-91.016734
63388,38.875111,-91.757122
63389,39.010559,-90.774110
63390,38.803397,-91.040068
63401,39.690673,-91.456616
63430,40.390626,-91.542638
63431,39.740221,-92.313960
63432,40.497239,-91.993928
63433,39.534181,-91.131243
63434,39.906730,-91.947197
63435,40.199137,-91.583680
63436,39.505732,-91.552510
63437,39.728217,-92.220654
63438,39.968514,-91.687967
63439,39.801934,-91.860563
63440,39.987475,-91.758834
63441,39.480325,-91.312032
63443,39.668520,-91.882487
63445,40.395662,-91.732212
63446,40.130413,-91.987206
63447,40.097022,-91.903400
63448,40.024661,-91.557038
63450,39.668909,-92.150260
63451,39.903783,-92.205892
63452,40.093130,-91.790052
63453,40.510756,-91.867256
63454,39.922981,-91.650377
63456,39.656470,-91.728331
63457,40.165850,-91.711889
63458,39.992451,-92.019907
63459,39.579374,-91.369252
63460,39.999269,-92.207897
63461,39.790542,-91.568927
63462,39.419207,-91.701130
63463,39.851438,-91.780965
63464,39.980885,-92.083595
63465,40.527638,-91.679549
63467,39.648597,-91.270667
63468,39.684064,-92.014629
63469,39.825851,-92.041218
63471,39.907238,-91.487808
63472,40.404428,-91.585849
63473,40.246853,-91.783858
63474,40.349765,-91.893573
63501,40.166289,-92.591210
63530,39.907620,-92.455054
63531,40.300263,-92.241036
63532,39.760888,-92.572883
63533,40.199773,-92.392226
63534,39.737309,-92.648407
63535,40.559957,-92.664954
63536,40.485291,-92.355927
63537,40.149926,-92.153575
63538,39.953937,-92.679871
63539,39.926222,-92.751210
63540,40.105389,-92.406887
63541,40.504170,-92.627042
63543,40.352420,-92.014125
63544,40.245752,-92.840197
63545,40.272236,-92.964521
63546,40.337736,-92.510989
63547,40.135832,-92.297714
63548,40.536366,-92.489160
63549,40.018755,-92.486226
63551,40.500565,-92.735589
63552,39.763163,-92.436530
63555,40.486404,-92.193179
63556,40.182985,-93.127290
63557,39.970985,-92.878772
63558,39.749446,-92.751105
63559,40.219823,-92.751687
63560,40.359626,-93.120409
63561,40.419561,-92.540863
63563,40.304552,-92.065941
63565,40.480620,-92.947276
63566,40.043275,-92.925622
63567,40.418795,-92.719744
63601,37.824454,-90.546492
63620,37.381731,-90.651946
63621,37.478367,-90.610240
63622,37.791016,-90.907454
63623,37.685055,-90.882590
63624,37.755509,-90.634040
63625,37.554897,-90.971768
63626,38.069983,-90.686530
63627,38.049222,-90.259610
63628,37.945701,-90.524737
63629,37.408644,-91.236844
63630,38.029601,-90.717491
63631,37.754571,-90.788037
63633,37.443467,-91.020460
63636,37.293641,-90.575534
63637,37.712286,-90.518346
63638,37.215017,-91.018862
63640,37.754674,-90.380562
63645,37.538676,-90.341803
63648,37.825109,-90.695642
63650,37.623377,-90.609439
63653,37.860286,-90.591590
63654,37.487529,-90.857827
63655,37.390559,-90.189106
63656,37.593225,-90.797305
63660,37.909248,-90.688778
63662,37.532424,-90.050025
63663,37.626203,-90.647310
63664,37.899827,-90.927571
63665,37.292843,-90.843921
63666,37.402982,-91.055857
63670,37.890180,-90.181170
63673,37.841831,-89.991058
63674,38.036656,-90.659306
63675,37.314478,-90.694829
63701,37.335289,-89.574605
63703,37.272313,-89.539808
63730,37.098288,-89.917161
63732,37.594135,-89.575930
63735,36.977711,-89.775684
63736,37.093180,-89.510300
63738,37.089840,-89.957230
63739,37.358550,-89.800258
63740,37.175369,-89.680721
63742,37.158665,-89.446141
63743,37.521279,-89.816136
63744,37.196001,-89.738256
63745,37.239802,-89.690157
63746,37.707841,-89.694828
63747,37.556375,-89.799679
63748,37.668926,-89.626315
63750,37.152126,-90.202737
63751,37.275815,-90.128182
63755,37.437854,-89.638598
63758,37.187019,-89.555945
63760,37.242787,-89.898893
63763,37.064462,-90.175609
63764,37.319764,-89.990229
63766,37.430896,-89.836880
63767,37.046217,-89.611202
63769,37.522403,-89.736581
63770,37.597515,-89.703017
63771,37.071612,-89.703733
63774,37.089468,-89.764251
63775,37.711324,-89.877614
63780,37.188716,-89.514476
63781,37.538453,-89.928357
63782,37.122136,-90.035305
63783,37.607268,-89.679848
63784,36.984534,-89.691550
63785,37.266837,-89.822213
63787,37.121087,-90.133126
63801,36.904787,-89.617923
63820,36.824262,-89.325574
63821,36.047674,-90.239110
63822,36.665946,-89.998831
63823,36.895007,-89.460378
63824,37.004918,-89.526686
63825,36.931693,-89.945740
63826,36.170362,-89.841743
63827,36.256012,-89.887342
63828,36.750369,-89.691841
63829,36.035510,-90.308867
63830,36.132049,-89.689540
63833,36.650344,-89.730765
63834,36.914293,-89.274233
63837,36.461978,-89.992151
63839,36.044736,-89.813578
63841,36.771316,-89.984451
63845,36.712948,-89.324393
63846,36.826242,-89.799442
63847,36.439950,-90.038933
63848,36.444495,-89.906147
63849,36.138609,-89.978779
63851,36.259153,-89.717229
63852,36.369145,-90.015764
63853,36.064740,-89.870321
63855,36.069107,-90.056809
63857,36.224266,-90.045760
63860,36.652181,-89.594665
63862,36.614001,-89.641714
63863,36.564889,-89.976765
63866,36.528537,-89.605643
63867,36.732716,-89.551881
63868,36.849167,-89.693430
63869,36.597025,-89.482225
63870,36.621139,-89.857202
63873,36.422873,-89.671168
63874,36.542998,-89.822657
63876,36.132276,-90.170310
63877,36.075721,-89.858336
63878,36.503021,-89.822358
63879,36.359516,-89.812721
63880,36.326036,-90.023873
63882,36.915279,-89.222715
63901,36.760331,-90.460565
63902,36.767620,-90.427107
63932,36.683242,-90.255782
63933,36.528179,-90.106956
63934,37.198621,-90.368652
63935,36.675361,-90.921484
63936,36.808925,-90.129028
63937,36.935121,-90.784031
63939,36.651332,-90.673446
63940,36.768003,-90.227674
63941,36.885592,-91.159046
63942,36.554374,-91.074481
63943,36.827168,-90.788984
63944,37.113156,-90.359498
63945,36.632973,-90.542740
63951,37.114876,-90.257876
63952,37.010062,-90.642044
63953,36.587245,-90.637706
63954,36.557494,-90.471256
63955,36.603559,-90.680881
63956,37.213951,-90.521728
63957,37.122980,-90.648266
63960,36.956940,-90.131465
63961,36.567208,-90.277076
63962,36.844028,-90.281507
63964,37.262947,-90.414973
63965,36.965170,-91.021293
63966,36.979507,-90.264717
63967,36.940696,-90.485325
