GEOID,INTPTLAT,INTPTLONG
48001,42.639328,-82.581737
48002,42.936383,-82.917120
48003,42.929993,-83.039632
48005,42.850742,-82.923828
48006,43.083019,-82.691035
48009,42.544048,-83.217653
48014,43.025719,-82.931553
48015,42.480497,-83.027149
48017,42.536695,-83.150361
48021,42.466080,-82.946341
48022,43.023396,-82.802404
48023,42.701020,-82.657699
48025,42.520357,-83.264824
48026,42.537633,-82.946742
48027,42.944289,-82.694041
48028,42.580209,-82.616620
48030,42.461924,-83.097689
48032,43.133203,-82.596952
48033,42.459322,-83.293205
48034,42.496949,-83.291078
48035,42.556600,-82.907589
48036,42.597045,-82.913144
48038,42.606163,-82.937588
48039,42.692907,-82.546478
48040,42.910313,-82.480603
48041,42.937825,-82.806288
48042,42.683658,-82.907975
48043,42.598055,-82.881506
48044,42.650226,-82.928905
48045,42.586409,-82.818113
48047,42.674240,-82.773842
48048,42.745747,-82.795870
48049,43.041577,-82.570207
48050,42.787537,-82.799467
48051,42.693641,-82.821001
48054,42.770358,-82.528976
48059,43.087620,-82.494773
48060,42.980388,-82.461014
48062,42.852495,-82.796471
48063,42.859332,-82.683111
48064,42.764617,-82.666777
48065,42.845195,-83.039290
48066,42.507586,-82.936582
48067,42.490558,-83.137524
48069,42.471325,-83.144332
48070,42.481899,-83.168088
48071,42.507266,-83.103370
48072,42.497902,-83.185859
48073,42.519205,-83.164362
48074,42.950223,-82.561555
48075,42.462064,-83.230398
48076,42.497517,-83.230874
48079,42.858849,-82.548404
48080,42.464424,-82.896175
48081,42.494669,-82.895039
48082,42.528022,-82.887195
48083,42.557021,-83.116859
48084,42.560633,-83.175706
48085,42.604032,-83.122111
48088,42.515645,-82.982991
48089,42.468096,-82.993857
48091,42.468168,-83.057986
48092,42.513593,-83.058938
48093,42.515890,-83.016483
48094,42.736802,-83.037491
48095,42.778736,-83.048070
48096,42.762151,-82.920470
48097,43.121947,-82.827417
48098,42.598433,-83.178450
48101,42.259473,-83.210390
48103,42.261356,-83.846438
48104,42.263886,-83.715564
48105,42.327704,-83.695817
48108,42.221694,-83.732265
48109,42.289187,-83.708780
48111,42.177312,-83.488444
48114,42.570452,-83.747630
48116,42.505744,-83.782892
48117,42.050259,-83.410188
48118,42.312244,-84.034020
48120,42.306327,-83.176211
48122,42.278537,-83.182589
48124,42.298036,-83.247610
48125,42.277334,-83.264832
48126,42.325790,-83.183213
48127,42.335793,-83.283296
48128,42.320411,-83.259969
48130,42.364141,-83.909360
48131,41.965924,-83.671398
48133,41.782381,-83.486028
48134,42.106559,-83.296157
48135,42.324384,-83.341212
48137,42.462186,-84.075010
48138,42.133978,-83.153921
48139,42.452452,-83.806050
48140,41.882184,-83.580507
48141,42.294054,-83.319867
48143,42.459978,-83.851969
48144,41.752443,-83.628666
48145,41.844247,-83.459970
48146,42.243291,-83.181258
48150,42.371604,-83.376788
48152,42.424935,-83.374264
48154,42.397183,-83.372319
48157,41.814624,-83.438215
48158,42.155829,-84.029434
48159,42.019159,-83.547956
48160,42.078164,-83.674971
48161,41.907196,-83.472457
48162,41.960425,-83.429323
48164,42.124571,-83.386866
48165,42.501565,-83.616922
48166,41.982805,-83.294714
48167,42.432315,-83.524658
48168,42.405262,-83.540498
48169,42.462451,-83.947737
48170,42.367689,-83.534306
48173,42.073679,-83.212774
48174,42.234298,-83.394324
48176,42.136836,-83.829250
48177,41.803955,-83.580926
48178,42.443768,-83.656872
48179,42.035092,-83.255450
48180,42.225262,-83.268308
48182,41.789858,-83.583849
48183,42.131459,-83.217792
48184,42.274479,-83.395623
48185,42.333901,-83.384209
48186,42.293764,-83.370739
48187,42.325573,-83.483576
48188,42.283688,-83.482719
48189,42.412336,-83.782854
48190,42.131536,-83.593807
48191,42.121629,-83.570590
48192,42.208455,-83.161498
48193,42.173282,-83.209837
48195,42.204975,-83.206511
48197,42.194034,-83.639984
48198,42.275075,-83.586340
48201,42.347021,-83.060184
48202,42.374786,-83.077718
48203,42.420736,-83.104338
48204,42.365812,-83.142935
48205,42.433156,-82.981142
48206,42.375123,-83.107897
48207,42.349654,-83.018960
48208,42.348491,-83.091937
48209,42.306723,-83.116863
48210,42.336212,-83.128331
48211,42.381347,-83.045733
48212,42.409721,-83.056394
48213,42.397931,-82.995213
48214,42.365116,-82.987644
48215,42.375051,-82.954344
48216,42.326484,-83.078746
48217,42.277651,-83.155078
48218,42.272709,-83.126672
48219,42.425328,-83.251428
48220,42.458066,-83.135213
48221,42.427000,-83.148609
48223,42.393453,-83.246327
48224,42.410693,-82.941265
48225,42.438984,-82.929610
48226,42.331542,-83.050267
48227,42.387249,-83.192592
48228,42.355455,-83.217014
48229,42.250559,-83.142867
48230,42.382395,-82.921842
48233,42.323697,-83.061662
48234,42.431197,-83.039501
48235,42.427058,-83.194803
48236,42.425373,-82.893194
48237,42.464968,-83.182420
48238,42.396286,-83.141352
48239,42.376046,-83.283174
48240,42.424460,-83.301300
48242,42.221210,-83.345136
48243,42.329975,-83.039506
48301,42.542400,-83.282168
48302,42.585108,-83.293467
48304,42.588866,-83.233152
48306,42.724318,-83.147306
48307,42.659316,-83.122679
48309,42.656374,-83.183588
48310,42.563435,-83.068397
48312,42.558228,-83.008926
48313,42.600651,-83.002903
48314,42.612074,-83.053489
48315,42.671548,-82.996562
48316,42.690173,-83.057244
48317,42.644840,-83.051972
48320,42.611935,-83.338092
48322,42.538168,-83.381721
48323,42.570804,-83.377909
48324,42.594161,-83.392463
48326,42.688246,-83.244075
48327,42.636933,-83.409987
48328,42.646381,-83.359098
48329,42.687016,-83.388622
48331,42.502483,-83.408935
48334,42.504697,-83.349203
48335,42.462885,-83.405151
48336,42.463144,-83.347270
48340,42.672146,-83.287904
48341,42.627985,-83.296841
48342,42.642264,-83.273415
48346,42.717697,-83.428904
48348,42.770131,-83.403875
48350,42.739418,-83.531044
48353,42.646870,-83.715943
48356,42.654414,-83.592905
48357,42.658533,-83.646400
48359,42.720743,-83.275522
48360,42.747574,-83.260083
48362,42.784477,-83.270339
48363,42.772483,-83.162499
48367,42.836232,-83.136902
48370,42.842876,-83.200365
48371,42.840970,-83.291531
48374,42.473226,-83.522863
48375,42.464141,-83.463958
48377,42.504926,-83.474163
48380,42.583002,-83.666824
48381,42.558412,-83.591793
48382,42.592558,-83.507157
48383,42.655609,-83.525841
48386,42.660319,-83.480281
48390,42.550711,-83.474218
48393,42.521838,-83.545088
48397,42.495017,-83.041035
48401,43.347342,-82.670591
48411,42.931981,-83.528907
48412,43.070433,-83.175549
48413,43.798617,-82.993851
48414,42.861694,-84.079846
48415,43.271876,-83.808105
48416,43.216870,-82.985115
48417,43.261282,-83.939194
48418,42.794295,-83.969891
48419,43.435673,-82.660545
48420,43.179103,-83.700508
48421,43.155496,-83.393187
48422,43.261472,-82.653704
48423,43.038705,-83.510960
48426,43.510728,-83.058098
48427,43.535638,-82.725482
48428,42.938195,-83.154454
48429,42.905895,-84.003812
48430,42.758215,-83.743683
48432,43.898698,-82.972074
48433,43.075348,-83.867227
48434,43.661889,-82.611777
48435,43.245379,-83.359338
48436,42.865316,-83.876830
48437,43.115745,-83.612394
48438,42.913657,-83.484165
48439,42.916674,-83.629571
48440,42.951094,-83.412259
48441,43.797892,-82.708630
48442,42.788680,-83.606102
48444,43.058491,-83.045197
48445,43.950222,-82.990555
48446,43.053740,-83.338704
48449,42.991452,-83.944772
48450,43.258660,-82.542438
48451,42.801222,-83.819172
48453,43.348144,-83.032572
48454,43.195011,-82.812721
48455,42.937951,-83.290783
48456,43.666971,-82.762208
48457,43.186801,-83.895170
48458,43.125269,-83.681457
48460,43.130612,-83.984997
48461,43.193661,-83.206162
48462,42.848513,-83.421668
48463,43.165799,-83.519301
48464,43.220341,-83.422460
48465,43.607998,-82.707770
48466,43.280507,-82.808877
48467,44.015356,-82.982415
48468,43.938412,-82.775181
48469,43.441469,-82.558181
48470,43.735130,-82.751064
48471,43.419420,-82.852080
48472,43.512323,-82.963212
48473,42.936950,-83.820544
48475,43.673156,-82.947987
48476,42.938707,-84.030050
48502,43.013727,-83.688376
48503,42.999923,-83.708864
48504,43.054791,-83.743784
48505,43.070657,-83.686168
48506,43.067472,-83.624392
48507,42.966966,-83.717359
48509,43.024210,-83.606593
48519,42.981891,-83.604953
48529,42.970338,-83.658590
48532,43.011064,-83.794854
48551,42.980994,-83.716900
48553,42.977762,-83.723561
