GEOID,INTPTLAT,INTPTLONG
26003,40.069718,-80.645756
26030,40.220204,-80.656282
26031,40.009395,-80.729265
26032,40.192522,-80.540472
26033,39.830278,-80.578052
26034,40.598473,-80.552334
26035,40.344930,-80.553545
26036,39.983046,-80.546742
26037,40.335562,-80.584518
26038,39.964591,-80.724103
26039,39.799369,-80.674066
26040,39.988572,-80.715944
26041,39.887229,-80.705474
26047,40.520184,-80.589222
26050,40.607741,-80.607637
26055,39.754300,-80.782572
26056,40.531275,-80.577127
26059,40.057391,-80.604824
26060,40.108313,-80.556795
26062,40.426703,-80.560680
26070,40.256898,-80.585563
26074,40.155460,-80.591103
26075,40.193433,-80.668044
26101,39.240324,-81.575872
26104,39.276141,-81.480363
26105,39.329575,-81.514622
26133,39.123282,-81.672414
26134,39.368717,-81.290434
26136,38.961575,-81.140697
26137,38.995599,-81.049373
26138,39.023425,-81.206015
26141,38.933552,-81.245880
26142,39.206170,-81.447740
26143,39.056426,-81.372678
26146,39.457065,-81.036844
26147,38.904543,-81.075390
26148,39.060098,-81.182637
26149,39.483305,-80.825642
26150,39.157283,-81.535898
26151,38.879558,-81.172577
26152,39.010062,-81.195907
26155,39.630056,-80.763963
26159,39.600493,-80.928812
26160,38.981202,-81.412057
26161,39.176689,-81.254683
26164,39.010704,-81.701211
26167,39.538939,-80.743385
26169,39.072207,-81.571590
26170,39.358134,-81.171268
26175,39.537188,-80.974745
26178,39.058252,-81.038103
26180,39.195010,-81.366571
26181,39.210705,-81.666373
26184,39.294993,-81.352720
26187,39.373250,-81.447125
26201,39.003136,-80.199199
26202,38.215347,-80.639652
26203,38.548465,-80.587756
26205,38.326803,-80.650399
26206,38.437440,-80.522355
26208,38.323423,-80.505406
26209,38.428758,-79.988943
26215,38.707125,-80.374966
26217,38.614266,-80.445436
26218,38.844938,-80.266223
26222,38.658384,-80.366012
26224,38.740310,-80.182939
26228,38.754405,-80.370949
26230,38.671841,-80.175635
26234,38.773784,-80.315110
26236,38.744665,-80.234661
26237,38.845411,-80.150680
26238,39.108642,-80.173971
26241,38.929499,-79.791319
26250,39.033465,-79.962538
26253,38.781087,-79.867783
26254,38.880658,-79.662794
26257,38.919170,-80.003647
26259,38.802897,-79.896058
26260,39.082330,-79.424054
26261,38.202669,-80.544967
26263,38.948910,-79.437597
26264,38.575718,-79.827132
26266,38.411676,-80.476414
26267,38.947718,-80.091877
26268,38.748961,-79.738897
26269,39.105610,-79.620053
26270,38.863204,-79.578017
26271,39.034668,-79.558859
26273,38.624955,-79.967506
26275,38.976177,-79.951043
26276,39.025525,-79.772894
26278,38.825391,-80.030528
26280,38.729613,-80.029516
26282,38.521675,-80.162470
26283,39.062858,-79.812580
26285,38.912935,-79.937516
26287,39.166658,-79.688696
26288,38.512693,-80.346995
26291,38.394596,-80.154407
26292,39.141915,-79.533672
26293,38.782444,-79.935790
26294,38.531451,-80.034309
26296,38.764460,-79.553560
26298,38.471041,-80.253444
26301,39.301498,-80.393977
26320,39.404013,-80.812350
26321,39.046486,-80.674599
26323,39.262588,-80.290610
26325,39.098945,-80.904837
26327,39.122886,-80.942770
26330,39.285269,-80.220851
26335,38.843536,-80.684150
26337,39.230234,-81.160994
26338,39.076885,-80.619541
26339,39.422189,-80.613994
26342,39.033601,-80.854830
26343,38.822230,-80.421981
26346,39.290022,-81.060068
26347,39.256558,-80.126099
26348,39.462602,-80.545355
26349,39.235703,-80.130286
26351,38.926223,-80.837520
26354,39.348130,-80.031779
26361,39.366722,-80.317562
26362,39.152138,-81.065345
26366,39.381255,-80.334489
26369,39.333961,-80.331754
26372,38.959145,-80.346629
26374,39.452610,-79.879154
26376,38.784372,-80.453871
26377,39.496261,-80.647037
26378,39.121091,-80.437639
26384,38.981248,-80.706813
26385,39.159428,-80.355123
26386,39.395847,-80.405822
26404,39.335754,-80.306558
26405,39.225197,-79.910290
26408,39.196594,-80.306444
26410,39.400820,-79.824426
26411,39.180080,-80.713340
26412,38.869275,-80.529764
26415,39.288302,-80.939200
26416,39.157269,-80.023946
26419,39.487689,-80.686390
26421,39.181955,-80.924287
26422,39.294490,-80.443881
26424,39.266882,-80.173598
26425,39.276594,-79.757831
26426,39.287032,-80.564431
26430,38.871117,-80.763594
26431,39.399028,-80.295345
26435,39.266587,-80.092281
26436,39.297412,-80.719495
26437,39.525977,-80.508946
26438,39.346605,-80.319108
26440,39.321695,-79.918717
26443,39.075936,-80.753154
26444,39.363716,-79.770661
26447,38.908317,-80.475009
26448,39.402814,-80.493319
26451,39.207743,-80.402248
26452,39.037122,-80.528230
26456,39.262941,-80.774045
26501,39.634230,-80.036833
26505,39.649954,-79.943818
26508,39.602633,-79.895396
26519,39.569184,-79.626971
26520,39.496998,-79.823625
26521,39.711673,-80.225739
26525,39.653857,-79.626150
26534,39.648141,-80.001649
26537,39.488922,-79.712350
26541,39.695021,-80.125254
26542,39.574706,-79.782823
26543,39.664628,-79.999923
26547,39.511738,-79.813851
26554,39.465392,-80.109845
26559,39.501274,-80.168209
26560,39.541991,-80.146984
26562,39.638577,-80.468310
26563,39.482380,-80.273570
26568,39.424890,-80.277841
26570,39.633933,-80.226841
26571,39.526542,-80.261995
26572,39.486694,-80.307754
26574,39.588393,-80.188609
26575,39.677768,-80.441399
26576,39.493255,-80.256131
26581,39.670691,-80.574747
26582,39.528793,-80.380088
26585,39.619189,-80.430619
26586,39.521960,-80.101624
26587,39.517883,-80.292761
26588,39.582098,-80.145816
26590,39.669082,-80.312306
26591,39.451607,-80.296284
26601,38.617423,-80.626752
26610,38.459204,-80.741752
26611,38.846104,-80.846298
26615,38.791186,-80.711975
26617,38.501096,-80.832446
26619,38.751669,-80.705447
26621,38.713346,-80.543406
26623,38.655481,-80.871616
26624,38.719427,-80.794837
26627,38.752473,-80.585065
26629,38.563670,-80.704268
26631,38.811243,-80.537294
26636,38.743911,-80.958249
26638,38.767524,-81.015834
26651,38.332558,-80.887236
26656,38.275784,-81.162670
26660,38.357600,-80.695718
26662,38.271473,-80.742043
26676,38.160005,-80.647768
26678,38.169609,-80.909681
26679,38.169485,-80.800665
26680,38.093333,-80.872973
26681,38.233199,-80.731681
26684,38.164963,-80.845681
26690,38.175140,-81.089121
26691,38.395337,-80.658321
26704,39.291551,-78.599287
26705,39.324559,-79.584391
26707,39.216108,-79.395045
26710,39.301690,-78.967455
26711,39.283470,-78.469379
26714,39.188471,-78.655172
26716,39.252732,-79.529483
26717,39.334176,-79.182486
26719,39.482772,-78.774805
26720,39.280293,-79.329586
26722,39.503126,-78.643193
26726,39.403781,-78.984729
26731,39.168682,-79.074567
26739,39.244131,-79.255092
26743,39.293949,-79.075293
26750,39.476642,-79.044670
26753,39.562746,-78.790215
26755,39.166189,-78.724462
26757,39.311775,-78.745210
26761,39.272821,-78.694275
26763,39.472525,-78.698319
26764,39.451931,-79.553174
26767,39.615903,-78.757162
26801,39.047799,-78.804288
26802,38.626845,-79.204429
26804,38.599317,-79.564487
26807,38.663020,-79.347015
26808,39.204897,-78.453266
26810,38.993302,-78.755302
26812,38.885787,-78.878037
26814,38.778567,-79.477829
26815,38.493516,-79.364475
26817,39.373862,-78.401808
26818,39.087725,-79.016431
26823,39.132607,-78.464071
26833,39.088928,-79.220538
26836,38.999713,-78.972336
26845,39.163318,-78.963319
26847,38.949140,-79.134534
26851,39.047101,-78.611028
26852,39.246727,-78.896354
26855,38.948051,-79.269009
26865,39.205930,-78.512139
26866,38.800610,-79.234329
26884,38.906154,-79.391676
