GEOID,INTPTLAT,INTPTLONG
20001,38.910353,-77.017739
20002,38.905026,-76.983607
20003,38.881904,-76.990935
20004,38.894888,-77.028635
20005,38.904674,-77.031578
20006,38.898613,-77.041468
20007,38.914337,-77.079313
20008,38.936238,-77.059981
20009,38.919144,-77.037381
20010,38.933366,-77.030312
20011,38.952514,-77.022991
20012,38.976873,-77.032609
20015,38.966889,-77.058323
20016,38.937093,-77.091159
20017,38.938188,-76.992126
20018,38.926576,-76.974446
20019,38.891412,-76.943575
20020,38.860413,-76.978933
20024,38.876010,-77.025323
20032,38.833719,-77.006591
20036,38.907017,-77.041569
20037,38.898918,-77.055446
20045,38.896731,-77.030798
20052,38.900126,-77.046981
20053,38.884108,-77.011231
20057,38.909123,-77.075774
20064,38.936353,-76.999168
20105,38.953126,-77.602742
20106,38.693414,-78.002506
20109,38.793641,-77.531024
20110,38.747561,-77.484727
20111,38.748968,-77.427873
20112,38.661923,-77.432845
20115,38.809947,-77.911841
20117,38.998822,-77.733937
20118,38.968339,-77.737005
20119,38.610380,-77.622006
20120,38.856401,-77.476371
20121,38.811059,-77.463237
20124,38.781332,-77.391333
20129,39.172018,-77.601254
20130,39.036981,-77.949319
20132,39.166243,-77.719389
20135,39.094939,-77.864902
20136,38.738325,-77.554552
20137,38.806731,-77.722463
20139,38.658385,-77.697216
20141,39.112390,-77.790704
20143,38.859556,-77.564143
20144,38.922990,-77.946943
20147,39.041947,-77.478130
20148,38.995234,-77.522341
20151,38.896524,-77.445141
20152,38.919145,-77.502426
20155,38.810114,-77.617789
20158,39.139658,-77.657989
20164,39.013299,-77.395067
20165,39.057940,-77.392694
20166,38.986510,-77.455909
20169,38.879166,-77.645449
20170,38.980039,-77.380901
20171,38.924038,-77.396479
20175,39.065167,-77.604118
20176,39.184706,-77.544111
20180,39.268574,-77.637938
20181,38.689126,-77.569610
20184,39.000671,-77.883754
20186,38.698163,-77.851394
20187,38.722872,-77.748045
20190,38.959322,-77.339298
20191,38.934645,-77.351702
20194,38.981059,-77.340775
20197,39.195454,-77.627818
20198,38.884110,-77.744761
20202,38.887071,-77.021010
20204,38.885559,-77.014429
20228,38.886413,-77.030240
20230,38.893794,-77.032798
20240,38.894456,-77.042605
20245,38.893340,-77.044460
20260,38.883670,-77.024998
20307,38.974772,-77.031354
20317,38.934852,-77.014277
20319,38.864838,-77.017003
20373,38.858625,-77.007865
20390,38.879019,-76.993695
20405,38.896377,-77.042588
20418,38.892800,-77.047764
20427,38.902083,-77.047573
20506,38.897030,-77.038702
20510,38.892780,-77.006890
20520,38.894759,-77.048407
20535,38.894467,-77.024844
20540,38.887929,-77.004713
20551,38.892802,-77.045800
20553,38.886946,-77.022968
20560,38.888232,-77.026003
20565,38.890630,-77.019211
20566,38.895579,-77.055064
20593,38.866759,-77.010160
20601,38.613372,-76.851612
20602,38.583394,-76.894551
20603,38.630390,-76.976583
20606,38.263046,-76.737309
20607,38.672666,-77.018549
20608,38.582405,-76.700998
20609,38.270007,-76.767723
20611,38.455014,-76.978244
20612,38.505060,-76.677210
20613,38.671222,-76.805307
20615,38.416231,-76.548347
20616,38.663663,-77.097480
20617,38.548459,-76.858802
20618,38.285216,-76.786972
20619,38.292364,-76.527888
20620,38.233919,-76.528928
20621,38.325866,-76.800492
20622,38.418591,-76.874412
20623,38.741337,-76.842233
20624,38.338026,-76.733442
20625,38.262223,-76.847270
20626,38.229649,-76.769482
20628,38.153439,-76.338415
20629,38.336582,-76.450404
20630,38.164277,-76.475774
20632,38.432799,-76.957993
20634,38.269412,-76.506885
20636,38.352141,-76.567187
20637,38.525108,-76.755948
20639,38.607278,-76.609784
20640,38.525435,-77.213700
20645,38.294500,-76.914752
20646,38.523258,-77.002986
20650,38.268654,-76.633157
20653,38.236310,-76.432886
20657,38.379757,-76.442883
20658,38.560582,-77.160419
20659,38.418673,-76.732449
20660,38.370232,-76.706614
20662,38.428471,-77.205340
20664,38.354485,-76.925395
20667,38.219073,-76.440438
20670,38.285279,-76.415708
20674,38.134797,-76.503548
20675,38.580932,-77.022463
20676,38.493224,-76.541273
20677,38.499329,-77.034991
20678,38.522820,-76.601350
20680,38.112015,-76.377931
20684,38.142290,-76.409959
20685,38.434862,-76.526706
20686,38.178213,-76.429504
20687,38.064296,-76.340757
20688,38.327135,-76.464183
20689,38.662952,-76.579405
20690,38.157447,-76.533469
20692,38.181015,-76.502084
20693,38.457068,-77.089581
20695,38.591492,-76.970784
20701,39.125563,-76.785436
20705,39.049423,-76.900362
20706,38.965880,-76.851091
20707,39.099378,-76.882766
20708,39.057365,-76.825784
20710,38.942368,-76.925910
20711,38.801058,-76.645108
20712,38.942361,-76.964578
20714,38.723689,-76.552748
20715,38.989393,-76.741331
20716,38.926428,-76.715028
20720,38.982780,-76.785824
20721,38.915222,-76.785129
20722,38.934558,-76.950600
20723,39.137569,-76.867942
20724,39.101075,-76.804005
20732,38.655142,-76.542568
20733,38.805653,-76.532229
20735,38.750234,-76.905165
20736,38.689075,-76.627765
20737,38.964265,-76.913538
20740,39.002866,-76.931652
20742,38.989629,-76.945690
20743,38.884230,-76.893317
20744,38.758348,-76.983786
20745,38.806809,-76.995859
20746,38.836403,-76.918265
20747,38.854996,-76.883307
20748,38.814902,-76.933436
20751,38.794437,-76.561199
20754,38.730710,-76.646639
20755,39.107783,-76.747196
20758,38.733370,-76.593145
20759,39.153988,-76.931202
20762,38.809803,-76.869158
20763,39.135205,-76.820472
20764,38.834356,-76.506137
20765,38.841890,-76.544916
20769,38.996697,-76.818660
20770,39.002985,-76.879165
20772,38.780280,-76.766978
20774,38.874543,-76.774153
20776,38.872408,-76.572429
20777,39.175020,-76.968988
20778,38.828682,-76.572609
20779,38.764781,-76.572586
20781,38.952860,-76.946296
20782,38.965814,-76.966259
20783,38.999757,-76.970698
20784,38.950547,-76.891720
20785,38.918291,-76.881948
20794,39.151138,-76.794631
20812,38.967041,-77.143881
20814,39.004989,-77.101490
20815,38.983386,-77.079288
20816,38.956950,-77.120006
20817,38.997229,-77.151871
20818,38.973938,-77.162143
20832,39.150630,-77.070708
20833,39.207175,-77.054670
20837,39.116506,-77.407115
20838,39.218101,-77.390831
20839,39.188307,-77.434971
20841,39.191853,-77.327521
20842,39.199879,-77.415265
20850,39.091390,-77.182197
20851,39.079082,-77.121858
20852,39.051928,-77.122040
20853,39.101713,-77.094562
20854,39.032995,-77.222312
20855,39.137633,-77.132021
20860,39.142366,-77.025412
20861,39.149747,-76.999591
20862,39.181230,-77.018806
20866,39.109331,-76.933852
20868,39.126395,-76.969321
20871,39.261341,-77.282547
20872,39.294465,-77.216125
20874,39.130031,-77.298548
20876,39.208384,-77.237152
20877,39.139703,-77.185238
20878,39.115209,-77.251610
20879,39.168041,-77.175386
20880,39.139726,-77.173557
20882,39.239122,-77.151071
20886,39.187415,-77.207136
20895,39.027030,-77.077539
20896,39.035382,-77.092454
20899,39.143736,-77.216228
20901,39.020266,-77.008021
20902,39.045249,-77.039264
20903,39.022179,-76.984677
20904,39.066605,-76.980935
20905,39.109645,-76.988478
20906,39.087321,-77.057159
20910,39.002883,-77.036607
20912,38.981596,-77.001130
