GEOID,INTPTLAT,INTPTLONG
92003,33.284926,-117.199489
92004,33.142077,-116.106046
92007,33.023250,-117.274923
92008,33.144219,-117.319439
92009,33.095320,-117.243796
92010,33.158500,-117.277163
92011,33.107582,-117.292182
92014,32.965617,-117.248296
92019,32.776012,-116.880634
92020,32.795510,-116.969721
92021,32.841221,-116.872692
92024,33.056022,-117.259900
92025,33.102005,-117.080420
92026,33.212452,-117.116100
92027,33.131156,-116.976997
92028,33.390477,-117.209427
92029,33.084281,-117.129422
92036,33.022474,-116.493688
92037,32.856347,-117.250058
92040,32.908904,-116.892002
92054,33.195534,-117.354538
92055,33.387723,-117.444758
92056,33.201242,-117.296984
92057,33.254610,-117.283379
92058,33.326859,-117.304765
92059,33.376467,-117.066121
92060,33.346494,-116.852856
92061,33.298504,-116.924785
92064,32.983612,-117.019037
92065,33.053006,-116.850651
92066,33.219365,-116.535247
92067,33.020908,-117.190346
92069,33.170778,-117.158674
92070,33.149301,-116.726767
92071,32.852358,-116.987842
92075,32.997248,-117.260580
92078,33.115978,-117.180965
92081,33.164374,-117.240270
92082,33.254381,-117.002555
92083,33.197840,-117.248203
92084,33.219935,-117.202606
92086,33.327021,-116.659989
92091,33.016044,-117.243552
92101,32.724103,-117.170912
92102,32.716221,-117.117058
92103,32.747412,-117.166884
92104,32.741501,-117.127948
92105,32.737826,-117.092669
92106,32.710818,-117.237613
92107,32.739055,-117.245404
92108,32.774046,-117.142454
92109,32.786772,-117.234207
92110,32.765244,-117.200391
92111,32.806479,-117.168864
92113,32.696526,-117.117827
92114,32.707756,-117.055095
92115,32.765001,-117.073643
92116,32.764968,-117.123151
92117,32.824567,-117.199521
92118,32.699234,-117.209642
92119,32.817888,-117.031956
92120,32.794714,-117.071764
92121,32.899592,-117.201203
92122,32.861727,-117.171224
92123,32.806777,-117.134914
92124,32.823766,-117.092378
92126,32.908406,-117.141293
92127,33.011833,-117.132686
92128,32.999818,-117.071808
92129,32.966976,-117.126181
92130,32.945791,-117.214366
92131,32.886218,-117.083325
92132,32.713608,-117.172089
92134,32.724208,-117.146596
92135,32.697543,-117.192775
92139,32.679875,-117.048900
92140,32.739496,-117.197401
92145,32.930554,-117.008063
92147,32.724618,-117.219293
92154,32.557011,-117.006117
92155,32.674984,-117.161726
92173,32.553631,-117.042502
92201,33.710984,-116.204844
92203,33.753960,-116.246488
92210,33.692193,-116.341230
92211,33.765401,-116.334205
92220,33.948948,-116.832362
92222,32.785826,-114.545506
92223,33.948254,-116.987836
92225,33.736458,-114.687973
92227,32.990121,-115.358757
92230,33.910412,-116.765723
92231,32.687550,-115.541000
92233,33.172881,-115.553769
92234,33.818256,-116.466743
92236,33.686145,-116.172918
92239,33.762149,-115.466100
92240,33.951540,-116.520104
92241,33.835639,-116.292771
92242,34.163216,-114.319121
92243,32.770275,-115.598602
92249,32.725546,-115.472614
92250,32.811001,-115.152865
92251,32.881449,-115.675459
92252,34.168333,-116.288431
92253,33.641767,-116.273943
92254,33.543835,-115.993906
92256,34.077059,-116.606626
92257,33.299478,-115.293842
92258,33.915839,-116.559873
92259,32.737701,-115.932182
92260,33.708076,-116.403644
92262,33.860925,-116.566176
92264,33.708590,-116.497620
92266,33.344936,-114.930437
92267,34.273755,-114.196525
92268,34.222079,-116.564222
