GEOID,INTPTLAT,INTPTLONG
12007,42.455665,-73.927143
12008,42.853488,-73.906535
12009,42.697566,-74.035542
12010,42.937626,-74.173332
12015,42.294886,-73.824837
12017,42.321148,-73.455928
12018,42.628833,-73.520770
12019,42.934351,-73.881808
12020,43.001589,-73.868123
12022,42.656947,-73.333838
12023,42.598558,-74.183022
12024,42.476788,-73.533278
12025,43.083346,-74.138092
12027,42.935415,-73.907815
12028,42.934442,-73.442269
12029,42.415956,-73.424965
12031,42.766037,-74.451610
12032,43.124008,-74.525070
12033,42.543138,-73.705499
12035,42.730668,-74.357711
12036,42.541514,-74.673053
12037,42.344725,-73.567126
12040,42.637350,-73.350721
12041,42.577943,-73.952660
12042,42.416518,-73.938206
12043,42.693970,-74.530506
12045,42.482555,-73.800532
12046,42.509465,-73.923521
12047,42.784054,-73.726219
12051,42.345525,-73.842543
12052,42.754470,-73.478427
12053,42.757543,-74.190866
12054,42.608547,-73.864416
12056,42.764785,-74.095150
12057,42.968892,-73.346287
12058,42.345129,-73.918376
12059,42.619229,-74.060894
12060,42.410399,-73.505286
12061,42.594948,-73.659578
12062,42.538976,-73.504976
12063,42.568163,-73.638051
12064,42.614166,-74.655719
12065,42.852284,-73.785597
12066,42.800729,-74.384535
12067,42.557461,-73.920294
12068,42.956072,-74.401834
12069,42.946168,-74.279640
12070,42.986058,-74.263032
12071,42.552669,-74.422657
12072,42.884893,-74.356741
12074,43.054217,-74.030006
12075,42.299922,-73.633627
12076,42.410272,-74.395734
12077,42.588163,-73.777695
12078,43.134351,-74.339632
12083,42.424859,-74.026509
12084,42.704563,-73.899429
12085,42.703313,-73.963261
12086,43.009005,-74.086332
12087,42.432250,-73.892894
12089,42.867481,-73.312773
12090,42.876802,-73.351525
12092,42.696079,-74.378715
12093,42.497796,-74.628095
12094,42.899423,-73.489795
12095,43.024817,-74.403815
12106,42.389554,-73.710951
12108,43.573248,-74.451487
12110,42.750910,-73.775205
12115,42.477297,-73.576704
12116,42.538795,-74.911164
12117,43.169293,-74.261094
12118,42.913382,-73.708337
12120,42.449724,-74.148844
12121,42.839897,-73.607392
12122,42.542052,-74.325860
12123,42.526810,-73.605908
12124,42.453111,-73.797581
12125,42.484748,-73.399844
12130,42.442223,-73.659380
12131,42.457514,-74.464577
12132,42.470522,-73.630029
12134,43.266222,-74.228535
12136,42.434836,-73.559506
12137,42.860351,-74.133057
12138,42.748844,-73.370413
12139,43.500184,-74.579588
12140,42.696684,-73.540064
12143,42.489818,-73.855238
12144,42.627836,-73.717842
12147,42.518611,-74.158840
12148,42.827793,-73.848164
12149,42.616653,-74.563445
12150,42.880521,-74.052686
12151,42.922697,-73.787225
12153,42.629923,-73.473341
12154,42.937460,-73.605775
12155,42.596357,-74.827655
12156,42.483504,-73.747254
12157,42.669798,-74.286077
12158,42.542092,-73.822124
12159,42.651428,-73.885894
12160,42.761621,-74.383153
12161,42.534769,-73.854863
12164,43.587995,-74.358706
12165,42.305721,-73.510986
12166,42.833604,-74.445493
12167,42.424942,-74.578036
12168,42.560862,-73.380714
12169,42.592887,-73.448036
12170,43.001956,-73.667271
12172,42.288764,-73.739212
12173,42.380013,-73.759660
12174,42.353449,-73.728436
12175,42.544713,-74.556231
12176,42.382017,-73.980862
12177,42.951223,-74.287066
12180,42.748588,-73.599536
12182,42.799699,-73.630864
12183,42.747870,-73.692595
12184,42.420039,-73.653177
12185,42.862521,-73.554112
12186,42.633164,-73.977188
12187,42.618840,-74.463554
12188,42.821229,-73.695521
12189,42.736341,-73.717521
12190,43.475631,-74.285410
12192,42.409031,-73.827676
12193,42.522760,-74.043268
12194,42.528439,-74.447630
12195,42.482789,-73.475088
12196,42.631786,-73.613946
12197,42.609999,-74.724749
12198,42.672768,-73.633574
12202,42.633752,-73.763248
12203,42.678763,-73.845869
12204,42.691525,-73.733797
12205,42.718785,-73.829240
12206,42.674514,-73.782731
12207,42.657500,-73.746424
12208,42.653031,-73.809978
12209,42.638686,-73.790469
12210,42.659616,-73.756386
12211,42.703095,-73.763706
12222,42.685261,-73.823230
12302,42.878182,-73.982505
12303,42.753534,-73.926481
12304,42.774690,-73.898297
12305,42.811977,-73.950254
12306,42.805431,-74.044234
12307,42.804981,-73.932822
12308,42.820980,-73.919670
12309,42.799829,-73.864960
