GEOID,INTPTLAT,INTPTLONG
61001,42.465816,-90.110232
61006,41.861743,-89.202103
61007,42.197755,-89.589505
61008,42.245919,-88.841130
61010,42.134991,-89.266354
61011,42.392526,-88.897904
61012,42.401445,-88.764558
61013,42.372123,-89.639278
61014,41.974687,-89.884447
61015,41.996752,-89.197077
61016,42.197297,-88.947723
61018,42.415263,-89.555222
61019,42.439512,-89.410047
61020,42.110183,-89.098207
61021,41.827392,-89.479188
61024,42.436415,-89.297114
61025,42.470902,-90.556260
61027,42.330909,-89.757279
61028,42.298465,-90.175881
61030,42.119648,-89.591624
61031,41.832071,-89.311588
61032,42.318004,-89.636784
61036,42.413614,-90.377097
61037,41.789331,-89.760294
61038,42.265818,-88.737964
61039,42.208868,-89.467558
61041,42.273156,-90.311245
61042,41.687626,-89.562791
61043,42.056438,-89.105241
61044,42.318779,-89.915092
61046,42.104394,-89.811739
61047,42.153152,-89.395916
61048,42.382637,-89.841231
61049,42.049626,-89.008914
61050,42.440288,-89.734143
61051,41.982781,-89.754875
61052,42.111372,-88.999555
61053,42.120761,-89.983427
61054,42.054974,-89.449449
61057,41.829200,-89.382046
61059,42.453149,-89.940200
61060,42.478161,-89.621909
61061,41.997917,-89.341656
61062,42.250635,-89.835749
61063,42.319493,-89.340658
61064,41.987852,-89.582338
61065,42.400588,-88.836952
61067,42.305046,-89.478928
61068,41.945817,-89.060013
61070,42.416818,-89.473074
61071,41.724673,-89.698867
61072,42.442353,-89.138490
61073,42.423717,-88.993849
61074,42.125818,-90.120321
61075,42.464449,-90.258941
61077,42.238138,-89.357813
61078,42.165921,-89.729005
61079,42.437245,-89.216208
61080,42.482064,-88.988025
61081,41.843847,-89.735295
61084,42.124022,-89.185652
61085,42.341810,-90.032187
61087,42.480217,-89.992631
61088,42.268117,-89.262692
61089,42.473424,-89.819325
61091,41.906878,-89.527690
61101,42.346079,-89.146087
61102,42.228769,-89.162524
61103,42.340261,-89.086492
61104,42.251720,-89.079945
61107,42.285290,-89.001692
61108,42.257371,-89.002129
61109,42.191304,-89.055756
61111,42.335503,-89.002745
61112,42.241981,-88.975184
61114,42.306605,-88.990894
61115,42.364306,-89.027467
61201,41.477559,-90.575628
61230,41.734087,-90.213132
61231,41.211487,-90.718219
61232,41.430737,-90.732438
61234,41.417963,-89.914339
61235,41.401294,-90.023559
61236,41.515956,-90.367807
61238,41.282483,-90.172661
61239,41.480572,-90.383246
61240,41.421158,-90.428608
61241,41.488588,-90.321158
61242,41.708009,-90.285148
61243,41.618771,-89.682944
61244,41.522559,-90.390822
61250,41.655926,-90.112419
61251,41.730595,-90.075699
61252,41.836910,-90.125373
61254,41.467196,-90.149810
61256,41.547833,-90.407493
61257,41.593358,-90.221845
61258,41.521564,-89.914010
61259,41.392567,-90.954365
61260,41.245974,-90.880521
61261,41.726285,-89.915460
61262,41.276069,-90.348286
61263,41.258847,-90.604730
61264,41.402220,-90.594859
61265,41.482387,-90.493492
61270,41.826598,-89.963451
61272,41.253608,-91.004598
61273,41.362901,-90.398881
61274,41.368573,-90.276974
61275,41.605575,-90.307048
61276,41.304077,-90.589916
61277,41.613582,-89.930578
61278,41.582025,-90.336732
61279,41.320528,-90.726796
61281,41.299780,-90.520144
61282,41.495554,-90.412989
61283,41.591859,-89.786563
61284,41.394212,-90.751797
61285,41.985776,-90.058320
61301,41.401096,-89.082214
61310,41.701366,-89.356823
61311,41.037692,-88.860016
61312,41.436355,-89.234905
61313,41.073694,-88.668671
61314,41.296481,-89.678495
61315,41.287804,-89.364517
61316,41.259082,-89.124987
61317,41.431454,-89.208916
61318,41.711285,-89.078271
61319,41.018416,-88.742318
61320,41.354680,-89.170456
61321,40.969276,-88.973147
61322,41.314131,-89.317590
61323,41.433059,-89.396789
61324,41.769914,-89.413892
61325,41.234953,-88.809633
61326,41.245918,-89.231034
61327,41.226710,-89.311467
61328,41.499544,-89.459257
61329,41.375034,-89.180739
61330,41.536068,-89.267012
61331,41.747703,-89.277542
61332,41.188769,-88.988778
61333,40.989245,-88.888154
61334,41.145113,-89.098451
61335,41.165748,-89.218354
61336,41.112606,-89.231916
61337,41.436413,-89.328430
61338,41.458737,-89.676107
61340,41.261250,-89.250157
61341,41.352042,-88.693281
61342,41.543343,-89.084270
61344,41.411154,-89.839694
61345,41.280245,-89.794395
61346,41.511190,-89.718402
61348,41.285723,-89.035197
61349,41.544823,-89.442299
61350,41.372048,-88.865134
61353,41.704316,-88.991053
61354,41.327928,-89.143248
61356,41.394790,-89.433868
61358,40.978724,-89.044023
61359,41.362452,-89.271459
61360,41.328218,-88.600572
61361,41.413064,-89.756154
61362,41.358708,-89.233220
61363,41.254185,-89.182339
61364,41.128078,-88.841565
61367,41.621412,-89.259488
61368,41.264642,-89.521296
61369,40.984046,-89.155061
61370,41.199778,-89.038477
61372,41.464900,-89.078018
61373,41.407228,-88.995936
61374,41.547712,-89.358725
61375,41.033889,-89.244454
61376,41.545347,-89.613262
61377,41.061382,-89.034038
61378,41.722671,-89.155402
61379,41.390795,-89.606980
61401,40.944559,-90.385282
61410,40.796475,-90.396007
61411,40.400982,-90.502128
61412,41.078398,-90.579715
61413,41.190597,-90.368905
61414,41.124680,-90.155739
61415,40.656310,-90.431270
61416,40.499397,-90.562897
61417,40.774174,-90.538320
61418,40.850174,-90.862586
61419,41.199461,-90.117460
61420,40.547722,-90.866640
61421,41.187539,-89.647935
61422,40.551362,-90.532761
61423,40.886282,-90.501204
61424,41.076767,-89.634994
61425,40.759242,-91.040150
61426,41.119997,-89.706980
61427,40.508521,-90.183878
61428,40.943829,-90.107135
61430,40.939231,-90.311209
61431,40.608009,-90.276497
61432,40.648385,-90.153167
61433,40.554375,-90.168989
61434,41.183981,-90.038516
61435,40.975148,-90.544946
61436,40.860149,-90.223174
61437,40.848791,-90.987759
61438,40.582743,-90.651654
61439,41.028419,-90.357059
61440,40.305582,-90.598626
61441,40.338564,-90.277187
61442,41.108865,-90.921684
61443,41.263671,-89.944897
61447,40.867312,-90.753342
61448,40.933620,-90.246813
61449,41.091504,-89.979463
61450,40.578637,-90.979104
61451,40.938697,-89.939478
61452,40.236190,-90.660627
61453,41.012202,-90.764135
61454,40.681930,-91.039891
61455,40.439873,-90.646505
61458,40.782252,-90.183139
61459,40.510245,-90.419564
61460,40.716661,-90.829174
61462,40.923249,-90.644346
61465,41.210673,-90.479667
61466,41.110013,-90.479663
61467,41.076367,-90.240813
61468,41.257745,-90.387780
61469,40.955988,-90.908236
61470,40.603863,-90.504840
61471,40.697480,-90.834837
61472,41.102149,-90.382867
61473,40.707687,-90.640428
61474,40.736456,-90.380402
61475,40.597924,-90.753451
61476,41.099146,-90.833940
61477,40.495994,-90.310552
61478,40.757855,-90.760645
61479,41.004790,-89.644768
61480,40.727421,-90.913356
61482,40.384239,-90.408345
61483,41.084830,-89.881372
61484,40.295816,-90.435790
61485,41.021282,-90.102912
61486,41.195016,-90.577870
61488,41.032239,-90.318320
61489,40.930858,-90.033162
61490,41.185531,-90.258712
61491,41.054464,-89.730734
61501,40.228366,-90.311915
61516,40.858083,-89.135201
61517,40.828366,-89.844868
61519,40.460070,-90.088956
61520,40.539026,-90.023221
61523,40.911930,-89.537770
61524,40.491321,-90.034735
61525,40.848480,-89.669078
61526,40.922901,-89.619957
61528,40.778955,-89.722961
61529,40.782018,-89.937608
61530,40.714370,-89.260105
61531,40.682505,-90.036794
61532,40.339487,-89.818789
61533,40.586374,-89.842499
61534,40.414441,-89.666079
61535,40.578709,-89.516102
61536,40.689425,-89.793782
61537,41.119200,-89.471462
61539,40.556403,-89.762073
61540,41.014600,-89.366597
61541,40.980378,-89.234952
61542,40.389729,-90.130236
61543,40.412512,-89.974552
61544,40.693648,-90.235793
61545,40.870710,-89.353494
61546,40.448338,-89.809589
61547,40.580832,-89.720918
61548,40.808363,-89.412699
61550,40.610249,-89.441854
61552,40.817632,-89.565655
61553,40.625932,-90.032265
61554,40.539343,-89.618320
61559,40.919018,-89.779203
61560,41.187262,-89.419790
61561,40.803036,-89.200895
61562,40.880395,-89.501542
61563,40.492024,-90.054216
61564,40.493466,-89.653494
61565,41.038714,-89.505036
61567,40.358139,-89.896566
61568,40.511627,-89.482220
61569,40.683232,-89.900619
61570,40.921072,-89.325733
61571,40.704146,-89.417889
61572,40.803170,-90.044471
61602,40.674568,-89.608587
61603,40.712882,-89.576722
61604,40.705729,-89.653624
61605,40.676541,-89.633346
61606,40.699807,-89.611514
