GEOID,INTPTLAT,INTPTLONG
84001,40.346686,-110.275956
84002,40.452048,-110.306744
84003,40.471560,-111.680586
84004,40.508238,-111.751659
84005,40.325116,-111.996538
84006,40.601478,-112.117237
84007,40.323702,-110.207858
84010,40.867942,-111.867845
84013,40.295924,-112.094468
84014,40.932087,-111.884033
84015,41.120367,-112.060760
84017,40.929601,-111.224304
84018,41.215208,-111.445654
84020,40.500154,-111.869576
84021,40.108244,-110.533742
84022,40.391646,-112.626718
84023,40.939026,-109.189534
84024,41.007664,-111.447336
84025,40.980801,-111.904831
84026,40.282780,-109.837771
84027,40.153749,-110.820052
84028,41.928262,-111.417602
84029,40.645952,-112.737700
84031,40.564876,-110.808566
84032,40.539413,-111.321274
84033,40.985609,-111.501145
84034,40.059081,-113.878081
84035,40.366293,-109.199537
84036,40.675892,-111.015709
84037,41.027177,-111.950728
84038,41.922699,-111.306214
84039,40.479556,-109.803813
84040,41.092343,-111.928061
84041,41.069915,-111.981254
84042,40.340772,-111.724517
84043,40.409121,-111.872684
84044,40.721150,-112.164945
84045,40.336496,-111.911198
84046,40.920945,-109.830689
84047,40.617184,-111.895066
84049,40.523647,-111.519703
84050,41.022588,-111.676848
84051,40.386804,-110.423206
84052,40.166547,-109.997558
84053,40.454672,-110.010150
84054,40.838886,-111.917281
84055,40.708041,-111.198457
84056,41.129127,-111.991930
84057,40.314277,-111.710402
84058,40.287743,-111.727923
84060,40.652531,-111.501916
84061,40.752160,-111.329532
84062,40.441154,-111.670450
84063,39.849590,-109.680896
84064,41.679273,-111.137731
84065,40.495789,-111.943116
84066,40.328339,-110.026744
84067,41.171050,-112.048138
84069,40.393687,-112.522732
84070,40.577106,-111.889047
84071,40.393861,-112.307126
84072,40.355405,-110.660310
84073,40.354653,-110.434844
84074,40.557899,-112.265077
84075,41.080987,-112.080698
84076,40.466458,-109.845533
84078,40.630436,-109.483101
84080,40.100245,-112.429974
84081,40.602803,-112.037636
84082,40.365805,-111.395246
84083,40.815615,-113.568588
84084,40.622887,-111.964564
84085,40.590702,-109.952164
84086,41.473679,-111.233054
84087,40.884929,-111.932247
84088,40.595163,-111.960909
84092,40.554125,-111.706362
84093,40.594774,-111.828532
84094,40.571872,-111.862135
84095,40.555303,-111.978584
84096,40.515825,-112.102079
84097,40.304832,-111.673117
84098,40.733567,-111.533007
84101,40.756380,-111.900065
84102,40.760250,-111.864386
84103,40.795080,-111.842571
84104,40.751489,-111.979512
84105,40.738309,-111.859559
84106,40.706763,-111.855656
84107,40.658021,-111.884454
84108,40.808532,-111.729104
84109,40.705812,-111.704544
84111,40.755959,-111.883983
84112,40.765074,-111.841491
84113,40.764656,-111.833633
84115,40.714497,-111.892687
84116,40.801642,-111.957074
84117,40.661033,-111.834700
84118,40.653529,-112.013394
84119,40.700258,-111.946425
84120,40.697474,-112.001241
84121,40.611653,-111.714916
84123,40.658892,-111.921627
84124,40.677200,-111.813266
84128,40.700450,-112.046771
84144,40.768260,-111.892525
84180,40.770444,-111.901105
84301,41.608192,-112.130121
84302,41.553614,-112.050758
84304,41.819409,-111.997770
84305,41.944033,-112.075561
84306,41.795442,-112.042427
84307,41.458565,-112.504802
84308,41.967782,-112.008643
84309,41.714096,-112.098565
84310,41.335665,-111.847402
84311,41.823617,-112.115920
84312,41.773829,-112.152564
84313,41.660143,-113.962312
84314,41.648335,-112.092798
84315,41.167508,-112.137773
84316,41.770965,-112.484431
84317,41.307999,-111.620061
84318,41.802537,-111.813690
84319,41.606288,-111.663276
84320,41.964118,-111.845155
84321,41.717722,-111.836493
84324,41.487820,-111.952659
84325,41.724760,-111.988952
84326,41.670663,-111.817847
84327,41.869888,-111.992929
84328,41.545839,-111.834778
84329,41.760498,-113.418857
84330,41.926057,-112.163256
84331,41.948447,-112.273634
84332,41.699981,-111.812263
84333,41.907231,-111.812116
84334,41.782587,-112.147640
84335,41.836112,-111.874843
84336,41.912978,-112.770604
84337,41.765101,-112.317414
84338,41.912155,-111.940620
84339,41.626019,-111.946203
84340,41.363536,-112.036066
84341,41.775527,-111.806434
84401,41.212322,-112.033495
84403,41.194538,-111.906345
84404,41.269473,-112.117645
84405,41.156796,-111.965799
84414,41.321951,-111.976065
84501,39.546389,-110.757509
84511,37.585290,-109.408255
84512,37.134403,-109.592317
84513,39.237671,-111.014475
84515,38.975092,-109.128567
84516,39.142987,-111.068840
84518,39.388873,-110.876886
84520,39.533055,-110.429496
84521,39.417033,-110.762446
84522,38.923418,-111.210417
84523,39.093675,-111.197985
84525,39.081441,-110.054367
84526,39.739534,-110.936495
84528,39.410978,-111.085621
84529,39.679446,-110.820751
84530,38.283551,-109.158651
84531,37.176854,-109.883606
84532,38.526496,-109.548307
84533,37.519792,-110.379196
84534,37.253519,-109.231924
84535,37.999676,-109.557230
84536,37.120416,-110.349581
84537,39.323950,-111.216278
84539,39.613451,-110.337801
84540,39.243399,-109.435768
84542,39.542324,-110.734989
84601,40.226534,-111.697090
84604,40.318627,-111.576503
84606,40.214442,-111.625544
84620,38.914823,-111.927668
84621,39.050965,-111.826247
84622,39.103831,-111.821679
84623,39.453838,-111.588450
84624,39.459894,-112.642706
84626,39.904448,-111.998980
84627,39.353135,-111.561178
84628,39.941547,-112.131344
84629,39.795141,-111.471852
84630,39.302670,-111.841091
84631,38.957653,-112.388643
84632,39.620158,-111.658267
84633,39.967495,-111.906770
84634,39.158405,-111.811071
84635,39.401963,-112.722943
84636,39.140602,-112.338928
84637,38.677945,-112.517661
84638,39.511247,-112.256195
84639,39.507673,-111.900076
84640,39.497242,-112.380686
84642,39.287997,-111.616009
84643,39.115164,-111.712850
84645,39.835528,-111.843671
84646,39.541055,-111.608795
84647,39.541107,-111.415821
84648,39.685806,-111.864493
84649,39.344434,-112.329197
84651,39.958110,-111.715491
84652,39.016903,-111.868223
84653,40.026902,-111.644209
84654,38.879534,-111.625880
84655,39.971313,-111.806820
84656,39.135627,-112.068389
84657,38.818586,-111.938937
84660,40.121268,-111.695542
84662,39.429470,-111.471926
84663,40.165629,-111.495076
84664,40.115110,-111.565118
84665,39.195679,-111.670247
84667,39.500475,-111.665536
84701,38.601242,-111.698408
84710,37.482301,-112.477748
84711,38.668541,-112.021466
84712,37.988257,-111.935578
84713,38.322179,-112.650931
84714,37.848004,-113.724295
84715,38.290094,-111.548776
84716,37.944390,-111.442260
84718,37.539582,-112.045105
84719,37.672574,-112.810350
84720,37.590013,-113.187631
84721,37.770340,-113.078614
84722,37.457594,-113.605411
84723,38.180067,-112.252464
84724,38.675277,-112.148888
84725,37.540352,-113.780206
84726,37.739223,-111.588585
84728,39.295173,-113.906591
84729,37.376776,-112.628990
84730,38.736308,-112.019380
84731,38.253489,-112.853201
84732,38.445396,-111.902310
84733,37.259209,-113.774912
84734,38.305338,-110.652037
84735,37.640600,-112.430772
84736,37.549884,-111.997950
84737,37.042385,-113.205549
84738,37.175509,-113.705884
84739,38.629228,-112.206129
84740,38.275966,-112.271437
84741,37.187134,-112.249449
84742,37.540108,-113.208030
84743,38.174184,-112.138466
84744,38.620207,-111.943044
84745,37.231638,-113.244595
84746,37.242775,-113.356165
84747,38.406572,-111.643882
84749,38.431025,-111.529071
84750,38.438354,-112.193361
84751,38.383423,-112.927663
84752,38.186768,-112.872617
84753,37.967787,-113.857595
84754,38.624276,-112.108705
84755,37.229667,-112.770291
84756,37.574253,-113.569077
84757,37.459631,-113.263495
84758,37.318801,-112.722460
84759,37.906609,-112.399422
84760,37.954968,-112.669182
84761,37.875242,-112.848443
84762,37.497286,-112.755671
84763,37.142288,-113.070534
84764,37.590136,-112.167286
84765,37.122914,-113.702106
84766,38.576349,-112.317073
84767,37.236992,-112.986607
84770,37.185679,-113.609837
84772,37.774317,-112.937704
84773,38.225681,-111.340953
84774,37.290426,-113.281239
84775,37.934018,-110.949438
84776,37.635599,-112.077341
84779,37.334886,-113.122148
84780,37.125869,-113.494186
84781,37.411550,-113.462096
84782,37.348820,-113.664474
84783,37.241141,-113.701443
84784,37.025334,-112.963890
84790,37.048309,-113.558054
